text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,
I see why there is a online shopping market? stores later and I STILL don’t have my shoes <U+0001F623><U+0001F616><U+0001F62B>,FALSE,0,NA,9/25/2021 21:32,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",death_2021,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:32,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",therealKword,20623,TRUE,FALSE,NA,NA,
Online shopping from a great selection at Amazon Warehouse Deals Store. https://t.co/lB2zgNXWZk via @amazon,FALSE,0,NA,9/25/2021 21:32,FALSE,NA,1.44E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",ijgprojects,0,FALSE,FALSE,NA,NA,
"RT @jah_vinny_23: Shopping online gone wrong<U+0001F62D><U+0001F62D>

From Yeezy to abo mahamba kamnandi https://t.co/yVQHev806W",FALSE,0,NA,9/25/2021 21:31,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",NginguSah,46,TRUE,FALSE,NA,NA,
And yes I’ve been online window shopping lol,FALSE,2,NA,9/25/2021 21:31,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",EuniceEatsChips,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:31,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",michelechambb,20623,TRUE,FALSE,NA,NA,
"Spending your Saturday night online shopping for new work clothes as :
1) you now need to go back in 3 times a week?https://t.co/TvP8eAAIJU",FALSE,1,NA,9/25/2021 21:31,TRUE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",missmanolos,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:30,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Loveeeeed97,20623,TRUE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:30,FALSE,NA,1.44E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",ElioraAviya,20623,TRUE,FALSE,NA,NA,
"HOW TO AVOID THESE 10 COMMON TRAVEL SCAMS

https://t.co/aeE6X3kJRb

#money #life #love #travel #freedom #art #women?https://t.co/niZ3qTou0S",FALSE,0,NA,9/25/2021 21:30,TRUE,NA,1.44E+18,NA,"<a href=\https://twitter.com\"" rel=\""nofollow\"">Twitter for Advertisers</a>""",BeautySkinYourN,0,FALSE,FALSE,NA,NA,
"RT @OscarNMFranklin: @horwitzpolitics Online: a rocket stove. I'll make a massive stew.
In real life: a week's shopping. I'll make a massiv?,FALSE,0,NA,2021-09-25 21:29:45,FALSE,NA,1441877608392798215""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",horwitzpolitics,1,TRUE,FALSE,NA,NA,,,,,,,,
"RT @IBRescue: If you shop online, we ask if you would designate Itsie Bitsie Rescue as your fave charity. 
@amazonsmile - Amazon donates to?,FALSE,0,NA,2021-09-25 21:29:18,FALSE,NA,1441877497487007748""",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Maree71439592,1,TRUE,FALSE,NA,NA,,,,,,,,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:28,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",yvngsydd,20623,TRUE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:28,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",capriciamarieee,20623,TRUE,FALSE,NA,NA,
"Namaste
VINTAGE AVENUE FASHION N FURNITURE is online now. Visit our website https://t.co/KBjWcNGWqE
Check out our c?https://t.co/1UOLCtMsvr",FALSE,0,NA,9/25/2021 21:27,TRUE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",VAF_VINTAGEFURN,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:27,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",vanessagisemba,20623,TRUE,FALSE,NA,NA,
Somebody come delete these online shopping apps from my phone <U+0001F629>,FALSE,0,NA,9/25/2021 21:27,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mellaninmakeart,0,FALSE,FALSE,NA,NA,
"RT @abbythetweet: Anti-vaxxers harassing employees in stores where they're not permitted to shop, because they're a clear and present dange?,FALSE,0,NA,2021-09-25 21:27:07,FALSE,NA,1441876946359554074""",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",authorcjgrant,31,TRUE,FALSE,NA,NA,,,,,,,,
"Don’t think there’sa better example of the gap between online and real life than the fact that overall, Amazon is t?https://t.co/DVjZ11BdEX",FALSE,2,NA,9/25/2021 21:26,TRUE,NA,1.44E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",lampsofgold,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/25/2021 21:26,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",princesskayy01,20623,TRUE,FALSE,NA,NA,
text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:10:02,FALSE,NA,1441948144116191241""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",AthiraM61402623,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:09:48,FALSE,NA,1441948087392497665""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Jenfastu,348,TRUE,FALSE,NA,NA,,,,,,,,
“Window shopping is the term I use for the individual who gains your attention by flirting and chatting you up onli?https://t.co/3sRFWu1Xja,FALSE,0,NA,9/26/2021 2:09,TRUE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mammanmamouth,0,FALSE,FALSE,NA,NA,
also having a libra moon during libra season is staying in bed and shopping online for more blankets and pillows,FALSE,0,NA,9/26/2021 2:09,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",svetazy,0,FALSE,FALSE,NA,NA,
"RT @WSJ: CVS, Home Depot, Ulta and Target all have something in common. They’re struggling to keep up with organized crime rings stealing f?,FALSE,0,NA,2021-09-26 02:08:55,FALSE,NA,1441947864322641928""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",somasyntax,5724,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:08:44,FALSE,NA,1441947817396740100""",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",ArtistTwinFlame,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @WorldwideCarats: [INFO] US/PR Carats, you can now pre-order Attacca via Seventeen US online store, Weverse US shop, Target, Amazon, &amp; B?,FALSE,0,NA,2021-09-26 02:08:36,FALSE,NA,1441947782747590656""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",odetokyeomie,121,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:08:32,FALSE,NA,1441947767547461636""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AquiLaJoyaSoyYo,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:08:23,FALSE,NA,1441947728573972485""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ElianaGaleanoR1,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:08:00,FALSE,NA,1441947633979822085""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",redpepper008,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:07:47,FALSE,NA,1441947577025323017""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",spincity615,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @ImJeffRussell1: @john_mannos I try to limit any contact with maskless morons and do whatever I can to prevent it.  I do my grocery shop?,FALSE,0,NA,2021-09-26 02:07:37,FALSE,NA,1441947535975800832""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",john_mannos,1,TRUE,FALSE,NA,NA,,,,,,,,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 2:07,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",crystalxo707,20634,TRUE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 2:07,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",juulhaterr,20634,TRUE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:07:10,FALSE,NA,1441947424830918657""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",larissasoaresp6,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:06:44,FALSE,NA,1441947313941794821""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",azreenyunus10,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:06:30,FALSE,NA,1441947254546391041""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Pedrow_pe,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @catherine___c: Australia Post is still shocked after 18 months that people locked up are online shopping. Get with the program &amp; get mo?,FALSE,0,NA,2021-09-26 02:05:59,FALSE,NA,1441947126762590213""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Pyrnassius_RS,26,TRUE,FALSE,NA,NA,,,,,,,,
"Shop our “Link Up?Jacket today on https://t.co/P0G1JmqSVU

#shopping #fashion #style #onlineshopping #love #shop?https://t.co/PdhElC3tJ4",FALSE,1,NA,9/26/2021 2:05,TRUE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",HyperFem,2,FALSE,FALSE,NA,NA,
@john_mannos I try to limit any contact with maskless morons and do whatever I can to prevent it.  I do my grocery?https://t.co/YTqVLVEOTK,FALSE,2,john_mannos,9/26/2021 2:05,TRUE,1.44E+18,1.44E+18,1.37E+18,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",ImJeffRussell1,1,FALSE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:04:36,FALSE,NA,1441946775816921088""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",dicamarsan,348,TRUE,FALSE,NA,NA,,,,,,,,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 2:04,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DBreonn,20634,TRUE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:04:21,FALSE,NA,1441946713275703310""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",hopwfilm,348,TRUE,FALSE,NA,NA,,,,,,,,
Why is online shopping such a pain in the ads for me? It's supposed to be quicker but never,FALSE,0,NA,9/26/2021 2:04,FALSE,NA,1.44E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Georgeroyde,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 2:04,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_brittanicooper,20634,TRUE,FALSE,NA,NA,
"#AFL Grand Final fans with fake ... 
https://t.co/IXL8bXXfUt
#AFLGrandFinal #Commissioner?https://t.co/fxpLTRFFrd",FALSE,0,NA,9/26/2021 2:03,TRUE,NA,1.44E+18,NA,"<a href=\http://www.miragenews.com\"" rel=\""nofollow\"">Mirage News Posts</a>""",MirageNewsCom,0,FALSE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:03:21,FALSE,NA,1441946462137450507""",NA,"<a href=\http://www.echofon.com/\"" rel=\""nofollow\"">Echofon</a>""",pop991radio,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:02:37,FALSE,NA,1441946276564652039""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BabyYoda2021,348,TRUE,FALSE,NA,NA,,,,,,,,
@ewarren Medical like the SSI or a grocery shopping service that will pick up &amp; drop you near your place for $8 &amp; l?https://t.co/9dkvYZCh28,FALSE,0,ewarren,9/26/2021 2:02,TRUE,1.44E+18,1.44E+18,357606935,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Tawrens,0,FALSE,FALSE,NA,NA,
Supamugurtha pattu for wedding sarees online and offline shopping available more designs and more colours available?https://t.co/1MVUppsxPN,FALSE,0,NA,9/26/2021 2:02,TRUE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",RO_TEX_,0,FALSE,FALSE,NA,NA,
"<U+0001F49D>How pretty is that? <U+2764><U+FE0F> https://t.co/1a3n4shn0y : Online Shopping for Electronics, Computers, Apparel, DVDs, Books?https://t.co/rcDxlaiMsU",FALSE,0,NA,9/26/2021 2:01,TRUE,NA,1.44E+18,NA,"<a href=\https://socialrabbitplugin.com/\"" rel=\""nofollow\"">SocialRabbit Plugin</a>""",onlinedealit,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 2:01,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",jordanelyvia,20634,TRUE,FALSE,NA,NA,
"‘T?is for TechSavvy Seniors our program for those wanting to learn the basics of smart phones, tablets, online sho?https://t.co/PDrKClukDB",FALSE,0,NA,9/26/2021 2:00,TRUE,NA,1.44E+18,NA,"<a href=\https://www.later.com\"" rel=\""nofollow\"">LaterMedia</a>""",canbaylibraries,0,FALSE,FALSE,NA,NA,
#nowplaying : OG's by @Jakkah2 Listen online at https://t.co/T7Sx1Ck34v ...The Best Mix in Mainstream and Indie Mus?https://t.co/UitEDjvfbr,FALSE,0,NA,9/26/2021 2:00,TRUE,NA,1.44E+18,NA,"<a href=\https://www.autopo.st\"" rel=\""nofollow\"">autopo.st - platinumvibes8</a>""",platinumvibes8,0,FALSE,FALSE,NA,NA,
#love #earn #money #affiliate #affiliatemarketing #makemoney #online #dogecoin #bitcoin #shop  #affiliatemarketing?https://t.co/kENLWG7BFi,FALSE,0,NA,9/26/2021 2:00,TRUE,NA,1.44E+18,NA,"<a href=\https://contentstudio.io\"" rel=\""nofollow\"">ContentStudio.io</a>""",brettmurphynet,0,FALSE,FALSE,NA,NA,
"Now on air: Family Affair by @SlyFoxHound Listen online at https://t.co/Tpm1kp0Qdd
 Buy song https://t.co/bV4waMtGR8 https://t.co/pNleGJyUHl",FALSE,0,NA,9/26/2021 2:00,FALSE,NA,1.44E+18,NA,"<a href=\http://www.funkycorner.it\"" rel=\""nofollow\"">Funky Corner Radio</a>""",Funky_Corner,0,FALSE,FALSE,NA,NA,
Just take my credit card atp <U+0001F629> I’m shopping too much online,FALSE,1,NA,9/26/2021 2:00,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ThatGirlAysia,0,FALSE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 02:00:06,FALSE,NA,1441945643858243584""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",_justcallme_shy,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:59:53,FALSE,NA,1441945592142385153""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",WandaLissetteT2,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:59:19,FALSE,NA,1441945449703768079""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PitRko,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:59:16,FALSE,NA,1441945436017741827""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AlexaAdams12,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:59:00,FALSE,NA,1441945366287454213""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",eln2204,348,TRUE,FALSE,NA,NA,,,,,,,,
RT @Zeroblade: you find the darndest things from online shopping https://t.co/DU9iPAnD9f,FALSE,0,NA,9/26/2021 1:58,FALSE,NA,1.44E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",arccbat,28141,TRUE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:58:16,FALSE,NA,1441945182891560968""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",003Oca,348,TRUE,FALSE,NA,NA,,,,,,,,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 1:58,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",its_mekam,20634,TRUE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:57:39,FALSE,NA,1441945027777732611""",NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",theroamingwam,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:57:35,FALSE,NA,1441945013345132548""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",Jarin4_20,348,TRUE,FALSE,NA,NA,,,,,,,,
#online #tumblr #twitter #facebook #instagram #dogecoin #socialmedia #pinterest #doge #deal #gift #gifts #giftideas?https://t.co/Vaz3h4KRwy,FALSE,0,NA,9/26/2021 1:57,TRUE,NA,1.44E+18,NA,"<a href=\https://contentstudio.io\"" rel=\""nofollow\"">ContentStudio.io</a>""",bmurphypointman,0,FALSE,FALSE,NA,NA,
"@Trap_Toba202 I read it online because I just couldn't spare the money to buy the physical volumes, but once I fini?https://t.co/n1e2Z1a7zg",FALSE,1,Trap_Toba202,9/26/2021 1:57,TRUE,1.44E+18,1.44E+18,8.21E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",PolarD0G,0,FALSE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:56:49,FALSE,NA,1441944819979505665""",NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",GeekChic_Mel,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:56:22,FALSE,NA,1441944707366481923""",NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",HomareApple,348,TRUE,FALSE,NA,NA,,,,,,,,
@CVLTIVATED93 I have 87 tabs open. 50% of them are online shopping.,FALSE,0,CVLTIVATED93,9/26/2021 1:56,FALSE,1.44E+18,1.44E+18,536549910,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",a__leceaaa,0,FALSE,FALSE,NA,NA,
RT @hecraveskay: I wanna go online shopping with someone else’s card,FALSE,0,NA,9/26/2021 1:55,FALSE,NA,1.44E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",micheelleef,20634,TRUE,FALSE,NA,NA,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:54:54,FALSE,NA,1441944335302283267""",NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",AmeliaZaragoza4,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @WorldwideCarats: [INFO] US/PR Carats, you can now pre-order Attacca via Seventeen US online store, Weverse US shop, Target, Amazon, &amp; B?,FALSE,0,NA,2021-09-26 01:54:36,FALSE,NA,1441944262111686658""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",huangjangeun,121,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:54:32,FALSE,NA,1441944242251653123""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AmeliaEBruno,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:54:23,FALSE,NA,1441944205790564353""",NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",coloratoura,348,TRUE,FALSE,NA,NA,,,,,,,,
"RT @LeoDiCaprio: Thanks to a powerful collaboration btwn @rewild, @Coldplay &amp; @GlblCtzn, governors from 3 Brazilian Amazonia states are com?,FALSE,0,NA,2021-09-26 01:54:15,FALSE,NA,1441944173935009792""",NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",mariottoro,348,TRUE,FALSE,NA,NA,,,,,,,,
